Bus No,Material,Material Description,Model,Bus Format,Type,Replacement Date,Next Replacement Date,Final Replacement Date,Predicted Replacement Date,Interval Days,Failure Trend,Predicted Interval,Order Count,Total Withdrawn,Mileage Extracted,MaxMilage_AllYears,SumDistancePlanned_AllYears,SumDistanceActual_AllYears,Bus Age,Bus Age At Replacement,Status,Days Since Last Replacement,Time To Action,Odometer,Total Fault Count,Accident Count
SMB1642B,6011404,TURBOCHARGER:FOR MAN A22/A95 E5,MAN A22,SD,OOB,12/12/2020,,12/12/2020,30/4/2027,,0,1600,1,1,435478,715637442,60631410,28547255,10.20273973,5.797260274,Overdue - Action Required,1608,-9,726357,47,0
SMB1643Z,6011404,TURBOCHARGER:FOR MAN A22/A95 E5,MAN A22,SD,OOB,14/10/2020,,14/10/2020,2/3/2028,,0,1600,1,1,520225,807100693,44842550,22263781,10.20273973,5.635616438,Overdue - Action Required,1667,-68,819634,35,5
SMB1644X,6011404,TURBOCHARGER:FOR MAN A22/A95 E5,MAN A22,SD,OOB,14/12/2020,,14/12/2020,2/5/2028,,0,1600,1,1,428085,728617507,78165970,11345581,10.2,5.8,Overdue - Action Required,1606,-7,741314,49,4
SMB1645T,6011404,TURBOCHARGER:FOR MAN A22/A95 E5,MAN A22,SD,OOB,3/8/2020,,3/8/2020,20/12/2027,,0,1600,1,1,285678,515835038,45471850,22890887,10.20273973,5.438356164,Overdue - Action Required,1739,-140,526165,22,1
SMB1646R,6011404,TURBOCHARGER:FOR MAN A22/A95 E5,MAN A22,SD,OOB,10/11/2020,,10/11/2020,29/3/2027,,0,1600,1,1,391674,722954056,75358280,18760961,10.20273973,5.709589041,Overdue - Action Required,1640,-41,733966,58,2
SMB1647M,6011404,TURBOCHARGER:FOR MAN A22/A95 E5,MAN A22,SD,OOB,21/10/2020,,21/10/2020,9/3/2027,,0,1600,1,1,467350,832272897,31593980,11591582,10.2,5.652054795,Overdue - Action Required,1660,-61,848244,24,2
SMB1648K,6010847,"COMPRESSOR,AIR:FOR MAN A22 BUS",MAN A22,SD,OOB,27/5/2022,,27/5/2022,17/12/2025,,0,1300,1,1,804732,1025159193,37131640,14932146,10.2,7.249315068,Scheduled - Future,1077,222,1041550,20,1
SMB1648K,6011404,TURBOCHARGER:FOR MAN A22/A95 E5,MAN A22,SD,OOB,27/5/2022,00:00.0,27/5/2022,13/10/2026,546,0,1600,2,4,709594,1025159193,37131640,14932146,10.2,6.501369863,Scheduled - Future,1077,522,1041550,20,1
SMB1649H,6011404,TURBOCHARGER:FOR MAN A22/A95 E5,MAN A22,SD,OOB,16/11/2020,,16/11/2020,4/4/2027,,0,1600,1,1,437986,720887035,55434970,26651821,10.2,5.723287671,Overdue - Action Required,1634,-35,725735,50,7
SMB1650C,6010847,"COMPRESSOR,AIR:FOR MAN A22 BUS",MAN A22,SD,OOB,7/10/2019,,7/10/2019,29/4/2027,,0,1300,1,1,369454,669050557,37701050,19692158,10.2,4.610958904,Overdue - Action Required,2040,-741,676084,50,2
SMB1650C,6011404,TURBOCHARGER:FOR MAN A22/A95 E5,MAN A22,SD,OOB,7/10/2019,,7/10/2019,23/2/2027,,0,1600,1,1,369454,669050557,37701050,19692158,10.2,4.610958904,Overdue - Action Required,2040,-441,676084,50,2
SMB190U,6010847,"COMPRESSOR,AIR:FOR MAN A22 BUS",MAN A22,SD,Training,29/7/2020,,29/7/2020,19/2/2027,,0,1300,1,1,290869,,,,13.59452055,8.816438356,Overdue - Action Required,1744,-445,341644,3,0
SMB190U,6011404,TURBOCHARGER:FOR MAN A22/A95 E5,MAN A22,SD,Training,29/7/2020,,29/7/2020,15/12/2027,,0,1600,1,1,290869,,,,13.59452055,8.816438356,Overdue - Action Required,1744,-145,341644,3,0
SMB191S,6010847,"COMPRESSOR,AIR:FOR MAN A22 BUS",MAN A22,SD,Training,1/5/2021,00:00.0,1/5/2021,14/8/2025,1519,0,1433.387144,2,4,492472,,,,13.61369863,7.510958904,Scheduled - Future,1468,-35.5,568444,4,2
SMB191S,6011404,TURBOCHARGER:FOR MAN A22/A95 E5,MAN A22,SD,Training,4/12/2017,,4/12/2017,21/11/2026,,0,2178.962448,1,1,,,,,13.61369863,6.183561644,Overdue - Action Required,2712,-534,568444,4,2
SMB192P,6010847,"COMPRESSOR,AIR:FOR MAN A22 BUS",MAN A22,SD,Training,23/7/2017,,23/7/2017,26/4/2026,,0,2103.139456,1,1,,,,,13.59452055,5.797260274,Overdue - Action Required,2846,-744,582712,0,1
SMB192P,6011404,TURBOCHARGER:FOR MAN A22/A95 E5,MAN A22,SD,Training,13/10/2017,,13/10/2017,30/6/2026,,0,2086.320357,1,1,,,,,13.59452055,6.021917808,Overdue - Action Required,2764,-679,582712,0,1
SMB193L,6010847,"COMPRESSOR,AIR:FOR MAN A22 BUS",MAN A22,SD,Training,23/10/2017,,23/10/2017,6/10/2026,,0,2174.394603,1,1,,,,,13.59452055,6.049315068,Overdue - Action Required,2754,-581,570439,3,0
SMB193L,6011404,TURBOCHARGER:FOR MAN A22/A95 E5,MAN A22,SD,Training,23/10/2017,,23/10/2017,6/10/2026,,0,2174.394603,1,1,,,,,13.59452055,6.049315068,Overdue - Action Required,2754,-581,570439,3,0
SMB194J,6010847,"COMPRESSOR,AIR:FOR MAN A22 BUS",MAN A22,SD,Training,19/10/2017,,19/10/2017,2/7/2026,,0,2082.773907,1,1,,,,,13.47945205,5.923287671,Overdue - Action Required,2758,-676,523819,1,0
SMB194J,6011404,TURBOCHARGER:FOR MAN A22/A95 E5,MAN A22,SD,Training,15/10/2017,,15/10/2017,30/6/2026,,0,2084.549823,1,1,,,,,13.47945205,5.912328767,Overdue - Action Required,2762,-679,523819,1,0
SMB195G,6010847,"COMPRESSOR,AIR:FOR MAN A22 BUS",MAN A22,SD,Training,24/11/2017,,24/11/2017,21/4/2026,,0,1974.151556,1,1,,,,,13.59452055,6.136986301,Overdue - Action Required,2722,-749,461106,0,0
SMB195G,6011404,TURBOCHARGER:FOR MAN A22/A95 E5,MAN A22,SD,Training,24/11/2017,,24/11/2017,21/4/2026,,0,1974.151556,1,1,,,,,13.59452055,6.136986301,Overdue - Action Required,2722,-749,461106,0,0
SMB199X,6010847,"COMPRESSOR,AIR:FOR MAN A22 BUS",MAN A22,SD,Training,22/7/2017,,22/7/2017,17/5/2026,,0,2125.499568,1,1,,,,,13.47123288,5.671232877,Overdue - Action Required,2847,-723,520861,0,0
SMB199X,6011404,TURBOCHARGER:FOR MAN A22/A95 E5,MAN A22,SD,Training,13/11/2017,,13/11/2017,19/10/2026,,0,2166.335879,1,1,,,,,13.47123288,5.983561644,Overdue - Action Required,2733,-568,520861,0,0
SMB211T,6010847,"COMPRESSOR,AIR:FOR MAN A22 BUS",MAN A22,SD,Training,12/6/2017,,12/6/2017,24/8/2025,,0,1899.435714,1,1,358831,,,,13.43287671,5.523287671,Overdue - Action Required,2887,-989,405712,1,0
SMB211T,6011404,TURBOCHARGER:FOR MAN A22/A95 E5,MAN A22,SD,Training,1/12/2017,,1/12/2017,17/7/2026,,0,2054.379751,1,1,,,,,13.43287671,5.994520548,Overdue - Action Required,2715,-662,405712,1,0
SMB213M,6010847,"COMPRESSOR,AIR:FOR MAN A22 BUS",MAN A22,SD,Training,27/4/2017,,27/4/2017,2/8/2025,,0,1923.781045,1,1,,,,,13.44657534,5.410958904,Overdue - Action Required,2933,-1010,397145,2,0
SMB213M,6011404,TURBOCHARGER:FOR MAN A22/A95 E5,MAN A22,SD,Training,22/12/2017,,22/12/2017,28/7/2026,,0,2044.54238,1,1,,,,,13.44657534,6.065753425,Overdue - Action Required,2694,-651,397145,2,0
SMB216E,6010847,"COMPRESSOR,AIR:FOR MAN A22 BUS",MAN A22,SD,Training,1/12/2017,,1/12/2017,15/7/2026,,0,2052.718079,1,1,,,,,13.43287671,5.994520548,Overdue - Action Required,2715,-663,403276,3,0
SMB216E,6011404,TURBOCHARGER:FOR MAN A22/A95 E5,MAN A22,SD,Training,1/12/2017,,1/12/2017,15/7/2026,,0,2052.718079,1,1,,,,,13.43287671,5.994520548,Overdue - Action Required,2715,-663,403276,3,0
SMB220S,6010847,"COMPRESSOR,AIR:FOR MAN A22 BUS",MAN A22,SD,Training,26/11/2017,,26/11/2017,23/4/2026,,0,1974.536651,1,1,,,,,13.4109589,5.95890411,Overdue - Action Required,2720,-747,439464,3,2
SMB220S,6011404,TURBOCHARGER:FOR MAN A22/A95 E5,MAN A22,SD,Training,26/11/2017,,26/11/2017,23/4/2026,,0,1974.536651,1,1,,,,,13.4109589,5.95890411,Overdue - Action Required,2720,-747,439464,3,2
SMB221P,6010847,"COMPRESSOR,AIR:FOR MAN A22 BUS",MAN A22,SD,Training,15/11/2017,,15/11/2017,9/4/2026,,0,1971.52946,1,1,,,,,13.42465753,5.942465753,Overdue - Action Required,2731,-761,448605,0,0
SMB221P,6011404,TURBOCHARGER:FOR MAN A22/A95 E5,MAN A22,SD,Training,25/8/2017,,25/8/2017,27/2/2026,,0,2012.53958,1,1,,,,,13.42465753,5.717808219,Overdue - Action Required,2813,-802,448605,0,0
SMB233E,6010847,"COMPRESSOR,AIR:FOR MAN A22 BUS",MAN A22,SD,OOB,3/3/2023,00:00.0,3/3/2023,18/5/2028,2051,0,1601.906579,2,4,889053,969938672,22967610,7755290,13.3890411,8.395890411,Scheduled - Future,797,804,976300,36,2
SMB233E,6011404,TURBOCHARGER:FOR MAN A22/A95 E5,MAN A22,SD,OOB,31/1/2024,00:00.0,31/1/2024,6/6/2029,2231,0,1776.6081,2,4,947167,969938672,22967610,7755290,13.3890411,9.064383562,Scheduled - Future,463,1312.5,976300,36,2
SMB234C,6010847,"COMPRESSOR,AIR:FOR MAN A22 BUS",MAN A22,SD,OOB,19/8/2021,00:00.0,19/8/2021,11/3/2026,1491,0,1482.964611,2,4,867355,102577576,57766200,22291786,13.27945205,7.516438356,Scheduled - Future,1358,124,1114247,84,6
SMB234C,6011404,TURBOCHARGER:FOR MAN A22/A95 E5,MAN A22,SD,OOB,9/1/2024,00:00.0,9/1/2024,1/5/2029,2307,0,1769.880452,2,4,32840,102577576,57766200,22291786,13.27945205,8.790410959,Scheduled - Future,485,1284,1114247,84,6
SMB235A,6010847,"COMPRESSOR,AIR:FOR MAN A22 BUS",MAN A22,SD,OOB,7/10/2022,00:00.0,7/10/2022,3/11/2030,1904,0,1576.983974,2,4,938824,116205564,83548610,36129137,13.21917808,8.024657534,Scheduled - Future,944,632,1129907,52,4
SMB235A,6011404,TURBOCHARGER:FOR MAN A22/A95 E5,MAN A22,SD,OOB,15/3/2024,00:00.0,15/3/2024,18/7/2029,2353,0,1775.887638,2,4,36371,116205564,83548610,36129137,13.21917808,8.847945205,Scheduled - Future,419,1356,1129907,52,4
SMB236Y,6010847,"COMPRESSOR,AIR:FOR MAN A22 BUS",MAN A22,SD,OOB,29/6/2020,00:00.0,29/6/2020,18/5/2027,1137,0,1359.524215,2,4,793945,1030788480,69464950,31334960,13.37260274,6.954794521,Overdue - Action Required,1774,-415.5,1124789,66,12
SMB236Y,6011404,TURBOCHARGER:FOR MAN A22/A95 E5,MAN A22,SD,OOB,29/6/2020,00:00.0,29/6/2020,15/11/2027,1078,0,1600,2,4,672383,1030788480,69464950,31334960,13.37260274,7.035616438,Overdue - Action Required,1774,-175,1124789,66,12
SMB237U,6010847,"COMPRESSOR,AIR:FOR MAN A22 BUS",MAN A22,SD,OOB,30/7/2020,00:00.0,30/7/2020,10/2/2027,1389,0,1478.232211,2,4,763797,1024608329,83197670,30902305,13.30684932,6.628767123,Overdue - Action Required,1743,-266,1083458,62,4
SMB237U,6011404,TURBOCHARGER:FOR MAN A22/A95 E5,MAN A22,SD,OOB,8/11/2022,00:00.0,8/11/2022,16/9/2030,1849,0,1686.797524,2,4,902976,1024608329,83197670,30902305,13.30684932,8.275342466,Scheduled - Future,912,774,1083458,62,4
SMB238S,6010847,"COMPRESSOR,AIR:FOR MAN A22 BUS",MAN A22,SD,OOB,10/8/2021,00:00.0,10/8/2021,1/2/2026,1537,0,1468.145639,2,4,870642,132753976,63728140,15995956,13.37260274,7.521917808,Scheduled - Future,1367,100,1148055,72,5
SMB238S,6011404,TURBOCHARGER:FOR MAN A22/A95 E5,MAN A22,SD,OOB,23/12/2022,00:00.0,23/12/2022,13/12/2030,1954,0,1708.194725,2,4,973766,132753976,63728140,15995956,13.37260274,8.320547945,Scheduled - Future,867,840,1148055,72,5
SMB239P,6010847,"COMPRESSOR,AIR:FOR MAN A22 BUS",MAN A22,SD,Training,12/7/2017,,12/7/2017,31/1/2026,,0,2029.20205,1,1,,,,,13.37260274,5.545205479,Overdue - Action Required,2857,-829,477075,0,0
SMB239P,6011404,TURBOCHARGER:FOR MAN A22/A95 E5,MAN A22,SD,Training,8/11/2017,,8/11/2017,6/6/2026,,0,2036.387758,1,1,,,,,13.37260274,5.871232877,Overdue - Action Required,2738,-703,477075,0,0
SMB240J,6010847,"COMPRESSOR,AIR:FOR MAN A22 BUS",MAN A22,SD,OOB,25/12/2019,00:00.0,25/12/2019,23/10/2027,1436,0,1532.372169,2,4,662977,1003124505,67436150,18646493,13.37260274,6.032876712,Overdue - Action Required,1961,-429.5,1031629,59,5
SMB240J,6011404,TURBOCHARGER:FOR MAN A22/A95 E5,MAN A22,SD,OOB,23/11/2020,00:00.0,23/11/2020,11/4/2027,1141,0,1600,2,4,737726,1003124505,67436150,18646493,13.37260274,7.352054795,Overdue - Action Required,1627,-28,1031629,59,5
SMB241G,6010847,"COMPRESSOR,AIR:FOR MAN A22 BUS",MAN A22,SD,OOB,20/12/2022,00:00.0,20/12/2022,18/1/2028,1978,0,1577.53084,2,4,917932,1020562612,71597260,26317425,13.37260274,8.279452055,Scheduled - Future,870,706.5,1079759,56,9
SMB241G,6011404,TURBOCHARGER:FOR MAN A22/A95 E5,MAN A22,SD,OOB,20/12/2022,00:00.0,20/12/2022,19/12/2030,1909,0,1712.633467,2,4,917932,1020562612,71597260,26317425,13.37260274,8.373972603,Scheduled - Future,870,841.5,1079759,56,9
SMB242D,6010847,"COMPRESSOR,AIR:FOR MAN A22 BUS",MAN A22,SD,OOB,5/8/2020,00:00.0,5/8/2020,10/9/2027,1203,0,1398.651625,2,4,791646,114585441,73478690,31904319,13.37260274,6.965753425,Overdue - Action Required,1737,-339.5,1126829,62,6
SMB242D,6011404,TURBOCHARGER:FOR MAN A22/A95 E5,MAN A22,SD,OOB,2/1/2024,00:00.0,2/1/2024,2/2/2029,2258,0,1729.27198,2,4,280466,114585441,73478690,31904319,13.37260274,8.931506849,Scheduled - Future,492,1236,1126829,62,6
SMB243B,6010847,"COMPRESSOR,AIR:FOR MAN A22 BUS",MAN A22,SD,OOB,30/7/2020,00:00.0,30/7/2020,20/2/2027,901,-1,1300,3,9,525215.6667,1036827546,70233900,26458141,13.37260274,5.544292237,Overdue - Action Required,3284,-957.6666667,1048300,64,4
SMB243B,6011404,TURBOCHARGER:FOR MAN A22/A95 E5,MAN A22,SD,OOB,6/2/2024,00:00.0,6/2/2024,30/5/2029,2401,0,1770.255492,2,4,959480,1036827546,70233900,26458141,13.37260274,8.831506849,Scheduled - Future,457,1312,1048300,64,4
SMB244Z,6010847,"COMPRESSOR,AIR:FOR MAN A22 BUS",MAN A22,SD,OOB,10/8/2020,00:00.0,10/8/2020,5/4/2027,1407,0,1499.548644,2,4,762336,1007662394,63937240,27487644,13.37260274,6.7,Overdue - Action Required,1732,-233.5,1068533,58,3
SMB244Z,6011404,TURBOCHARGER:FOR MAN A22/A95 E5,MAN A22,SD,OOB,8/2/2024,00:00.0,8/2/2024,30/6/2029,2332,0,1784.730144,2,4,985365,1007662394,63937240,27487644,13.37260274,8.931506849,Scheduled - Future,455,1328.5,1068533,58,3
SMB245X,6010847,"COMPRESSOR,AIR:FOR MAN A22 BUS",MAN A22,SD,OOB,16/11/2021,00:00.0,16/11/2021,3/9/2026,1576,0,1526.205082,2,4,832226,1014149092,66908870,35961164,13.21917808,7.583561644,Scheduled - Future,1269,256,1051213,80,10
SMB245X,6011404,TURBOCHARGER:FOR MAN A22/A95 E5,MAN A22,SD,OOB,16/1/2024,00:00.0,16/1/2024,29/5/2029,2388,0,1780.287189,2,4,967916,1014149092,66908870,35961164,13.21917808,8.638356164,Scheduled - Future,478,1301,1051213,80,10
SMB246T,6010847,"COMPRESSOR,AIR:FOR MAN A22 BUS",MAN A22,SD,OOB,12/7/2021,00:00.0,12/7/2021,10/1/2026,1437,0,1471.508338,2,4,837887,1034150463,53570210,25446233,13.29041096,7.497260274,Scheduled - Future,1396,74.5,1068401,35,4
SMB246T,6011404,TURBOCHARGER:FOR MAN A22/A95 E5,MAN A22,SD,OOB,7/1/2023,00:00.0,7/1/2023,1/1/2028,1933,0,1710.356157,2,4,932679,1034150463,53570210,25446233,13.29041096,8.308219178,Scheduled - Future,852,857.5,1068401,35,4
SMB247R,6010847,"COMPRESSOR,AIR:FOR MAN A22 BUS",MAN A22,SD,OOB,5/4/2023,00:00.0,5/4/2023,14/9/2028,2194,0,1644.666575,2,4,852418,983480166,70790990,33773851,13.21643836,8.117808219,Scheduled - Future,764,879.5,993863,45,9
SMB247R,6011404,TURBOCHARGER:FOR MAN A22/A95 E5,MAN A22,SD,OOB,7/2/2018,,7/2/2018,5/11/2026,,0,2463.107991,1,1,,983480166,70790990,33773851,13.21643836,5.964383562,Overdue - Action Required,2647,-185,993863,45,9
SMB248M,6010847,"COMPRESSOR,AIR:FOR MAN A22 BUS",MAN A22,SD,Training,25/11/2020,,25/11/2020,17/6/2027,,0,1300,1,1,294950,,,,13.21643836,8.764383562,Overdue - Action Required,1625,-326,336958,2,0
SMB248M,6011404,TURBOCHARGER:FOR MAN A22/A95 E5,MAN A22,SD,Training,25/11/2020,,25/11/2020,13/4/2027,,0,1600,1,1,294950,,,,13.21643836,8.764383562,Overdue - Action Required,1625,-26,336958,2,0
SMB249K,6010847,"COMPRESSOR,AIR:FOR MAN A22 BUS",MAN A22,SD,OOB,8/11/2021,00:00.0,8/11/2021,22/6/2026,1656,0,1493.902107,2,4,741644,969093900,69587740,25906844,13.31232877,7.545205479,Scheduled - Future,1277,216,979897,60,6
SMB249K,6011404,TURBOCHARGER:FOR MAN A22/A95 E5,MAN A22,SD,OOB,8/11/2021,00:00.0,8/11/2021,30/5/2026,1527,0,1632.47654,2,4,741644,969093900,69587740,25906844,13.31232877,7.721917808,Scheduled - Future,1277,354.5,979897,60,6
SMB251C,6010847,"COMPRESSOR,AIR:FOR MAN A22 BUS",MAN A22,SD,OOB,17/1/2023,00:00.0,17/1/2023,9/8/2026,1196.5,-1,1300,3,9,720560,1017462752,69666830,11050898,13.10410959,6.886757991,Scheduled - Future,2731,-172.6666667,1094595,60,8
SMB251C,6011404,TURBOCHARGER:FOR MAN A22/A95 E5,MAN A22,SD,OOB,9/1/2024,00:00.0,9/1/2024,19/6/2029,2252,0,1794.439145,2,4,1004424,1017462752,69666830,11050898,13.10410959,8.690410959,Scheduled - Future,485,1308.5,1094595,60,8
SMB254U,6010847,"COMPRESSOR,AIR:FOR MAN A22 BUS",MAN A22,SD,OOB,9/2/2023,00:00.0,9/2/2023,14/7/2028,1941,0,1641.2843,2,4,904999,1002744516,76852730,18970184,13.10410959,8.201369863,Scheduled - Future,819,821,1081243,61,9
SMB254U,6011404,TURBOCHARGER:FOR MAN A22/A95 E5,MAN A22,SD,OOB,1/2/2024,00:00.0,1/2/2024,6/7/2029,2298,0,1791.2843,2,4,983560,1002744516,76852730,18970184,13.10410959,8.690410959,Scheduled - Future,462,1328,1081243,61,9
SMB255S,6010847,"COMPRESSOR,AIR:FOR MAN A22 BUS",MAN A22,SD,OOB,28/9/2021,00:00.0,28/9/2021,3/8/2026,1641,0,1535.063562,2,4,638726,1023298151,87163070,29493372,13.10410959,7.245205479,Scheduled - Future,1318,216,1117055,60,8
SMB255S,6011404,TURBOCHARGER:FOR MAN A22/A95 E5,MAN A22,SD,OOB,17/1/2024,00:00.0,17/1/2024,4/7/2029,2247,0,1797.897929,2,4,1000882,1023298151,87163070,29493372,13.10410959,8.719178082,Scheduled - Future,477,1320,1117055,60,8
SMB256P,6010847,"COMPRESSOR,AIR:FOR MAN A22 BUS",MAN A22,SD,OOB,10/2/2023,00:00.0,10/2/2023,4/7/2028,1928,0,1635.868985,2,4,934015,1031940452,77400320,18553910,13.08219178,8.2,Scheduled - Future,818,817,1114411,58,5
SMB256P,6011404,TURBOCHARGER:FOR MAN A22/A95 E5,MAN A22,SD,OOB,27/2/2024,00:00.0,27/2/2024,21/7/2029,2310,0,1785.868985,2,4,15810,1031940452,77400320,18553910,13.08219178,8.723287671,Scheduled - Future,436,1349,1114411,58,5
SMB258J,6010847,"COMPRESSOR,AIR:FOR MAN A22 BUS",MAN A22,SD,OOB,21/2/2024,00:00.0,21/2/2024,23/6/2029,2441,0,1624.674887,2,4,723322,1047254488,80590480,24263046,13.08219178,8.52739726,Scheduled - Future,442,1181.5,1093609,61,4
SMB258J,6011404,TURBOCHARGER:FOR MAN A22/A95 E5,MAN A22,SD,OOB,19/8/2020,00:00.0,19/8/2020,5/1/2027,1002,0,1600,2,4,698976,1047254488,80590480,24263046,13.08219178,6.989041096,Overdue - Action Required,1723,-124,1093609,61,4
SMB259G,6010847,"COMPRESSOR,AIR:FOR MAN A22 BUS",MAN A22,SD,OOB,26/1/2023,00:00.0,26/1/2023,6/9/2028,2244,0,1675.237375,2,4,918206,1036937515,61880550,18576322,13.08219178,7.726027397,Scheduled - Future,833,841,1075471,53,6
SMB259G,6011404,TURBOCHARGER:FOR MAN A22/A95 E5,MAN A22,SD,OOB,26/1/2023,00:00.0,26/1/2023,28/9/2030,1767,0,1653.044672,2,4,723201,1036937515,61880550,18576322,13.08219178,8.379452055,Scheduled - Future,833,819,1075471,53,6
SMB260B,6010847,"COMPRESSOR,AIR:FOR MAN A22 BUS",MAN A22,SD,OOB,28/4/2023,00:00.0,28/4/2023,11/10/2028,2207,0,1646.592258,2,4,587352,699240823,64830710,38503044,13.01917808,7.965753425,Scheduled - Future,741,904.5,707599,40,12
SMB260B,6011404,TURBOCHARGER:FOR MAN A22/A95 E5,MAN A22,SD,OOB,5/8/2023,00:00.0,5/8/2023,9/8/2028,2045,0,1715.815366,2,4,603305,699240823,64830710,38503044,13.01917808,8.45890411,Scheduled - Future,642,1073,707599,40,12
SMB261Z,6010847,"COMPRESSOR,AIR:FOR MAN A22 BUS",MAN A22,SD,OOB,14/12/2022,00:00.0,14/12/2022,19/12/2030,1793,0,1565.741676,2,4,658336,768839781,53967400,32826338,13.01917808,8.163013699,Scheduled - Future,876,688.5,773594,36,5
SMB261Z,6011404,TURBOCHARGER:FOR MAN A22/A95 E5,MAN A22,SD,OOB,14/12/2022,00:00.0,14/12/2022,2/5/2030,896.5,-1,1600,3,9,658336,768839781,53967400,32826338,13.01917808,7.704109589,Scheduled - Future,2275,256.6666667,773594,36,5
SMB262X,6010847,"COMPRESSOR,AIR:FOR MAN A22 BUS",MAN A22,SD,OOB,12/6/2023,00:00.0,12/6/2023,7/7/2028,1907,0,1576.157424,2,4,611286,713367643,60185030,37264922,13.01917808,8.5,Scheduled - Future,696,879,721204,38,13
SMB262X,6011404,TURBOCHARGER:FOR MAN A22/A95 E5,MAN A22,SD,OOB,27/7/2023,00:00.0,27/7/2023,21/8/2028,1952,0,1726.157424,2,4,618003,713367643,60185030,37264922,13.01917808,8.561643836,Scheduled - Future,651,1074,721204,38,13
SMB263T,6010847,"COMPRESSOR,AIR:FOR MAN A22 BUS",MAN A22,SD,OOB,17/4/2024,00:00.0,17/4/2024,10/2/2029,2214,0,1530.459481,2,4,457369,645012054,54782370,34356128,13.01917808,8.928767123,Scheduled - Future,386,1143.5,654807,106,15
SMB263T,6011404,TURBOCHARGER:FOR MAN A22/A95 E5,MAN A22,SD,OOB,17/2/2021,00:00.0,17/2/2021,6/7/2025,736,-1,1600,3,9,450153,645012054,54782370,34356128,13.01917808,6.548858447,Overdue - Action Required,2531,-272,654807,106,15
SMB264R,6010847,"COMPRESSOR,AIR:FOR MAN A22 BUS",MAN A22,SD,OOB,26/4/2023,00:00.0,26/4/2023,10/5/2028,1880,0,1570.737604,2,4,640551,734593522,54543940,33192545,13.01917808,8.408219178,Scheduled - Future,743,826.5,741858,38,6
SMB264R,6011404,TURBOCHARGER:FOR MAN A22/A95 E5,MAN A22,SD,OOB,27/7/2023,00:00.0,27/7/2023,21/8/2028,1971,0,1726.256038,2,4,640551,734593522,54543940,33192545,13.01917808,8.535616438,Scheduled - Future,651,1074,741858,38,6
SMB265M,6010847,"COMPRESSOR,AIR:FOR MAN A22 BUS",MAN A22,SD,OOB,5/6/2023,00:00.0,5/6/2023,22/6/2028,1906,0,1572.228309,2,4,570227,668610328,57874140,36919736,13,8.463013699,Scheduled - Future,703,868,678769,41,11
SMB265M,6011404,TURBOCHARGER:FOR MAN A22/A95 E5,MAN A22,SD,OOB,28/7/2023,00:00.0,28/7/2023,14/8/2028,1959,0,1722.228309,2,4,578387,668610328,57874140,36919736,13,8.535616438,Scheduled - Future,650,1071,678769,41,11
SMB266K,6010847,"COMPRESSOR,AIR:FOR MAN A22 BUS",MAN A22,SD,OOB,7/8/2021,00:00.0,7/8/2021,18/11/2026,1765,0,1614.69452,2,4,524426,682356610,48653140,29555399,13,6.828767123,Scheduled - Future,1370,243.5,692176,41,11
SMB266K,6011404,TURBOCHARGER:FOR MAN A22/A95 E5,MAN A22,SD,OOB,27/7/2023,00:00.0,27/7/2023,6/9/2028,1990,0,1734.336475,2,4,609682,682356610,48653140,29555399,13,8.490410959,Scheduled - Future,651,1082.5,692176,41,11
SMB267H,6010847,"COMPRESSOR,AIR:FOR MAN A22 BUS",MAN A22,SD,OOB,6/10/2022,00:00.0,6/10/2022,3/7/2030,1661,0,1515.851106,2,4,545908,672651052,53490130,32218997,13,8.135616438,Scheduled - Future,945,570,681687,59,4
SMB267H,6011404,TURBOCHARGER:FOR MAN A22/A95 E5,MAN A22,SD,OOB,6/10/2022,00:00.0,6/10/2022,3/7/2030,1661,0,1665.851106,2,4,545908,672651052,53490130,32218997,13,8.135616438,Scheduled - Future,945,720,681687,59,4
SMB268E,6010847,"COMPRESSOR,AIR:FOR MAN A22 BUS",MAN A22,SD,OOB,10/4/2023,00:00.0,10/4/2023,29/1/2028,1872,0,1527.687796,2,4,575062,661455103,46448210,25838668,13,8.356164384,Scheduled - Future,759,767.5,668966,34,5
SMB268E,6011404,TURBOCHARGER:FOR MAN A22/A95 E5,MAN A22,SD,OOB,10/4/2023,00:00.0,10/4/2023,10/4/2028,1851,0,1713.622221,2,4,575062,661455103,46448210,25838668,13,8.384931507,Scheduled - Future,759,953.5,668966,34,5
SMB269C,6010847,"COMPRESSOR,AIR:FOR MAN A22 BUS",MAN A22,SD,OOB,7/8/2022,00:00.0,7/8/2022,10/10/2030,1916,0,1595.442876,2,4,514107,660124945,63452750,40688733,12.96986301,7.591780822,Scheduled - Future,1005,589.5,670667,42,11
SMB269C,6011404,TURBOCHARGER:FOR MAN A22/A95 E5,MAN A22,SD,OOB,28/12/2022,00:00.0,28/12/2022,16/11/2030,1740,0,1692.002128,2,4,533945,660124945,63452750,40688733,12.96986301,8.224657534,Scheduled - Future,862,829,670667,42,11
SMB270Y,6010847,"COMPRESSOR,AIR:FOR MAN A22 BUS",MAN A22,SD,OOB,21/1/2023,00:00.0,21/1/2023,30/6/2028,2158,0,1643.634575,2,4,645756.5,929551767,3348040,2407699,12.96986301,7.717808219,Scheduled - Future,838,804.5,928837,53,5
