Bus No,Material,Material Description,Model,Bus Format,Type,Replacement Date,Next Replacement Date,Final Replacement Date,Predicted Replacement Date,Interval Days,Failure Trend,Predicted Interval,Order Count,Total Withdrawn,Mileage Extracted,MaxMilage_AllYears,SumDistancePlanned_AllYears,SumDistanceActual_AllYears,Bus Age,Bus Age At Replacement,Status,Days Since Last Replacement,Time To Action,Odometer,Total Fault Count,Accident Count
SG6126U,6012730,"COMPRESSOR,AIR:FOR MAN A95 BUS",MAN A95 EU6,Double Decker,GOB,18/4/2023,,18/4/2023,8/11/2026,,0,1300,1,1,269053,355691124,46782350,30726181,6.095890411,4.038356164,Scheduled - Future,751,548,364551,41,1
SG6127S,6012730,"COMPRESSOR,AIR:FOR MAN A95 BUS",MAN A95 EU6,Double Decker,GOB,14/5/2023,,14/5/2023,4/12/2026,,0,1300,1,1,284682,404089574,70034540,34552368,6.095890411,4.109589041,Scheduled - Future,725,574,414929,44,1
SG6128P,6012730,"COMPRESSOR,AIR:FOR MAN A95 BUS",MAN A95 EU6,Double Decker,GOB,4/5/2023,,4/5/2023,24/11/2026,,0,1300,1,1,181250,273863628,49417860,30876510,6.095890411,4.082191781,Scheduled - Future,735,564,283213,26,1
SG6129L,6012730,"COMPRESSOR,AIR:FOR MAN A95 BUS",MAN A95 EU6,Double Decker,GOB,7/6/2023,,7/6/2023,28/12/2026,,0,1300,1,1,278123,390523107,59835460,28864779,6.082191781,4.161643836,Scheduled - Future,701,598,396328,48,3
SG6130G,6012730,"COMPRESSOR,AIR:FOR MAN A95 BUS",MAN A95 EU6,Double Decker,GOB,11/5/2023,,11/5/2023,1/12/2026,,0,1300,1,1,,418267408,87658740,35101570,6.082191781,4.087671233,Scheduled - Future,728,571,430960,49,8
SG6131D,6012730,"COMPRESSOR,AIR:FOR MAN A95 BUS",MAN A95 EU6,Double Decker,GOB,12/5/2023,,12/5/2023,2/12/2026,,0,1300,1,1,235174,381467114,87425490,36692167,6.082191781,4.090410959,Scheduled - Future,727,572,396856,54,6
SG6137M,6012730,"COMPRESSOR,AIR:FOR MAN A95 BUS",MAN A95 EU6,Double Decker,GOB,22/4/2024,,22/4/2024,13/11/2031,,0,1300,1,1,241159,288637537,49307090,26732236,6.065753425,5.021917808,Scheduled - Future,381,918,297958,31,5
SG6139H,6012730,"COMPRESSOR,AIR:FOR MAN A95 BUS",MAN A95 EU6,Double Decker,GOB,14/2/2024,,14/2/2024,6/9/2031,,0,1300,1,1,325516,397304507,65539700,24083813,6.065753425,4.835616438,Scheduled - Future,449,850,409789,74,12
SG6140C,6012730,"COMPRESSOR,AIR:FOR MAN A95 BUS",MAN A95 EU6,Double Decker,GOB,9/5/2024,,9/5/2024,30/11/2031,,0,1300,1,1,202326,243401256,43633720,21643283,6.065753425,5.068493151,Scheduled - Future,364,935,260008,28,3
SG6141A,6012730,"COMPRESSOR,AIR:FOR MAN A95 BUS",MAN A95 EU6,Double Decker,GOB,2/5/2024,00:00.0,2/5/2024,23/11/2031,353,0,1300,2,4,264642.5,338591049,54482890,35545968,5.873972603,4.373972603,Scheduled - Future,371,928,346781,47,4
SG6142Y,6012730,"COMPRESSOR,AIR:FOR MAN A95 BUS",MAN A95 EU6,Double Decker,GOB,18/1/2023,,18/1/2023,10/8/2026,,0,1300,1,1,288144,431336355,34487350,17938433,5.873972603,3.569863014,Scheduled - Future,841,458,442409,32,1
SG6143U,6012730,"COMPRESSOR,AIR:FOR MAN A95 BUS",MAN A95 EU6,Double Decker,GOB,4/3/2024,,4/3/2024,25/9/2031,,0,1300,1,1,291481,351739441,59465390,40964106,5.873972603,4.695890411,Scheduled - Future,430,869,364068,42,3
SG6144S,6012730,"COMPRESSOR,AIR:FOR MAN A95 BUS",MAN A95 EU6,Double Decker,GOB,3/4/2024,,3/4/2024,25/10/2031,,0,1300,1,1,218080,271339954,62721960,39052903,5.873972603,4.778082192,Scheduled - Future,400,899,285910,25,1
SG6150Z,6012730,"COMPRESSOR,AIR:FOR MAN A95 BUS",MAN A95 EU6,Double Decker,GOB,9/5/2024,,9/5/2024,30/11/2031,,0,1300,1,1,208777,258402988,57814380,40378215,5.654794521,4.657534247,Scheduled - Future,364,935,269661,27,1
SG6151X,6012730,"COMPRESSOR,AIR:FOR MAN A95 BUS",MAN A95 EU6,Double Decker,GOB,12/4/2024,,12/4/2024,3/11/2031,,0,1300,1,1,153432,190199545,36066580,23721224,5.654794521,4.583561644,Scheduled - Future,391,908,209108,23,0
SG6242S,6012730,"COMPRESSOR,AIR:FOR MAN A95 BUS",MAN A95 EU6,Double Decker,GOB,4/1/2024,,4/1/2024,27/7/2031,,0,1300,1,1,273555,376390574,38204470,11273996,4.449315068,3.106849315,Scheduled - Future,490,809,389346,48,2
SG6243P,6012730,"COMPRESSOR,AIR:FOR MAN A95 BUS",MAN A95 EU6,Double Decker,GOB,3/1/2024,,3/1/2024,26/7/2031,,0,1300,1,1,278894,390712146,35168640,8544026,4.449315068,3.104109589,Scheduled - Future,491,808,405561,42,2
SG6244L,6012730,"COMPRESSOR,AIR:FOR MAN A95 BUS",MAN A95 EU6,Double Decker,GOB,9/1/2024,,9/1/2024,1/8/2031,,0,1300,1,1,1010286,240538634,65814470,32387317,4.449315068,3.120547945,Scheduled - Future,485,814,251157,48,5
SG6287M,6012730,"COMPRESSOR,AIR:FOR MAN A95 BUS",MAN A95 EU6,Double Decker 3D,GOB,16/4/2024,,16/4/2024,7/11/2031,,0,1300,1,1,156881,207146522,60674550,40450827,4.276712329,3.216438356,Scheduled - Future,387,912,218544,31,6
SG6301E,6012730,"COMPRESSOR,AIR:FOR MAN A95 BUS",MAN A95 EU6,Double Decker 3D,GOB,18/4/2024,,18/4/2024,9/11/2031,,0,1300,1,1,138196,195031201,66374210,38458199,4.24109589,3.18630137,Scheduled - Future,385,914,206635,42,7
SG6304Y,6012730,"COMPRESSOR,AIR:FOR MAN A95 BUS",MAN A95 EU6,Double Decker 3D,GOB,2/2/2024,,2/2/2024,25/8/2031,,0,1300,1,1,124460,183886842,52104970,23853546,4.147945205,2.884931507,Scheduled - Future,461,838,109788,66,9
SG6312Z,6012730,"COMPRESSOR,AIR:FOR MAN A95 BUS",MAN A95 EU6,Double Decker 3D,GOB,7/2/2024,,7/2/2024,30/8/2031,,0,1300,1,1,108057,159858696,43618130,21560707,4.01369863,2.764383562,Scheduled - Future,456,843,164948,47,8
SG6313X,6012730,"COMPRESSOR,AIR:FOR MAN A95 BUS",MAN A95 EU6,Double Decker 3D,GOB,19/4/2024,,19/4/2024,10/11/2031,,0,1300,1,1,140592,196629876,63068020,37452846,4.01369863,2.961643836,Scheduled - Future,384,915,207756,16,2
SMB1303E,6010847,"COMPRESSOR,AIR:FOR MAN A22 BUS",MAN A22,SD,OOB,24/9/2021,00:00.0,24/9/2021,11/4/2026,1295,0,1480.339705,2,4,870424,247422080,115674070,62572132,12.29315068,6.897260274,Scheduled - Future,1322,157.5,1253720,41,7
SMB1303E,6011404,TURBOCHARGER:FOR MAN A22/A95 E5,MAN A22,SD,OOB,19/4/2023,00:00.0,19/4/2023,4/11/2031,1867,0,1630.339705,2,4,22358,247422080,115674070,62572132,12.29315068,7.680821918,Scheduled - Future,750,879.5,1253720,41,7
SMB1304C,6010847,"COMPRESSOR,AIR:FOR MAN A22 BUS",MAN A22,SD,OOB,9/11/2021,00:00.0,9/11/2021,16/10/2025,1401,0,1368.686306,2,4,751966.5,141586254,85590160,47909915,12.29315068,6.878082192,Scheduled - Future,1276,91.5,1153596,68,6
SMB1304C,6011404,TURBOCHARGER:FOR MAN A22/A95 E5,MAN A22,SD,OOB,20/10/2022,00:00.0,20/10/2022,4/4/2030,1680,0,1613.566583,2,4,789320,141586254,85590160,47909915,12.29315068,7.44109589,Scheduled - Future,931,681.5,1153596,68,6
SMB1305A,6010847,"COMPRESSOR,AIR:FOR MAN A22 BUS",MAN A22,SD,OOB,14/8/2021,00:00.0,14/8/2021,28/8/2025,1254,0,1387.714727,2,4,813715.5,196163255,69136660,21485497,12.29315068,6.84109589,Scheduled - Future,1363,23.5,1210777,85,4
SMB1305A,6011404,TURBOCHARGER:FOR MAN A22/A95 E5,MAN A22,SD,OOB,24/2/2023,00:00.0,24/2/2023,13/7/2030,1813,0,1600,2,4,867464,196163255,69136660,21485497,12.29315068,7.606849315,Scheduled - Future,804,795,1210777,85,4
SMB1306Y,6010847,"COMPRESSOR,AIR:FOR MAN A22 BUS",MAN A22,SD,OOB,25/4/2021,00:00.0,25/4/2021,14/1/2027,1143,0,1330.345459,2,4,772837,146422633,59120700,17566954,12.27945205,6.675342466,Overdue - Action Required,1474,-144.5,1158307,58,5
SMB1306Y,6011404,TURBOCHARGER:FOR MAN A22/A95 E5,MAN A22,SD,OOB,9/3/2018,,9/3/2018,27/11/2026,,0,1724.406302,1,1,661696,146422633,59120700,17566954,12.27945205,5.109589041,Overdue - Action Required,2617,-894,1158307,58,5
SMB1307U,6010847,"COMPRESSOR,AIR:FOR MAN A22 BUS",MAN A22,SD,OOB,23/7/2021,00:00.0,23/7/2021,11/4/2026,1440,0,1511.673226,2,4,763970,324860025,125843820,65417023,12.27945205,6.512328767,Scheduled - Future,1385,125.5,1332900,40,2
SMB1307U,6011404,TURBOCHARGER:FOR MAN A22/A95 E5,MAN A22,SD,OOB,24/11/2022,00:00.0,24/11/2022,13/8/2030,1929,0,1661.673226,2,4,321313.5,324860025,125843820,65417023,12.27945205,7.182191781,Scheduled - Future,896,764.5,1332900,40,2
SMB1308S,6010847,"COMPRESSOR,AIR:FOR MAN A22 BUS",MAN A22,SD,OOB,20/12/2022,00:00.0,20/12/2022,1/6/2030,1747,0,1462.177209,2,4,809972.5,152115401,75231500,13720500,12.27945205,7.502739726,Scheduled - Future,870,591,1167777,46,6
SMB1308S,6011404,TURBOCHARGER:FOR MAN A22/A95 E5,MAN A22,SD,OOB,20/12/2022,00:00.0,20/12/2022,4/6/2030,1744,0,1613.619975,2,4,809972.5,152115401,75231500,13720500,12.27945205,7.506849315,Scheduled - Future,870,742.5,1167777,46,6
SMB1309P,6010847,"COMPRESSOR,AIR:FOR MAN A22 BUS",MAN A22,SD,OOB,19/11/2021,00:00.0,19/11/2021,8/1/2026,1351,0,1405.741929,2,4,779168,151039747,85178970,36566992,12.27945205,6.960273973,Scheduled - Future,1266,138.5,1163697,70,5
SMB1309P,6011404,TURBOCHARGER:FOR MAN A22/A95 E5,MAN A22,SD,OOB,10/3/2018,,10/3/2018,7/1/2026,,0,1915.068777,1,1,649619,151039747,85178970,36566992,12.27945205,5.112328767,Overdue - Action Required,2616,-702,1163697,70,5
SMB1311G,6010847,"COMPRESSOR,AIR:FOR MAN A22 BUS",MAN A22,SD,OOB,26/5/2021,00:00.0,26/5/2021,10/2/2026,1264,0,1510.557328,2,4,731463,967771933,66322510,61538943,12.20273973,6.517808219,Scheduled - Future,1443,66.5,979741,67,10
SMB1311G,6011404,TURBOCHARGER:FOR MAN A22/A95 E5,MAN A22,SD,OOB,2/4/2024,00:00.0,2/4/2024,18/12/2028,2306,0,1660.557328,2,4,908006,967771933,66322510,61538943,12.20273973,7.945205479,Scheduled - Future,401,1258.5,979741,67,10
SMB1312D,6010847,"COMPRESSOR,AIR:FOR MAN A22 BUS",MAN A22,SD,OOB,19/8/2024,00:00.0,19/8/2024,11/3/2028,1268,-1,1300,3,9,430560,161267621,94331320,43074332,12.20273973,7.789041096,Scheduled - Future,1773,533.3333333,1175101,32,2
SMB1312D,6011404,TURBOCHARGER:FOR MAN A22/A95 E5,MAN A22,SD,OOB,30/6/2020,00:00.0,30/6/2020,16/11/2026,1026,0,1600,2,4,750469,161267621,94331320,43074332,12.20273973,5.939726027,Overdue - Action Required,1773,-174,1175101,32,2
SMB1313B,6010847,"COMPRESSOR,AIR:FOR MAN A22 BUS",MAN A22,SD,OOB,24/5/2021,00:00.0,24/5/2021,7/6/2027,1332,0,1387.517862,2,4,787251,1024451365,92427100,44135660,12.20273973,6.419178082,Overdue - Action Required,1445,-58.5,1089865,56,4
SMB1313B,6011404,TURBOCHARGER:FOR MAN A22/A95 E5,MAN A22,SD,OOB,24/5/2021,00:00.0,24/5/2021,10/10/2025,1277,0,1600,2,4,787251,1024451365,92427100,44135660,12.20273973,6.494520548,Scheduled - Future,1445,154,1089865,56,4
SMB1314Z,6010847,"COMPRESSOR,AIR:FOR MAN A22 BUS",MAN A22,SD,OOB,2/7/2021,00:00.0,2/7/2021,28/9/2025,1447,0,1424.810743,2,4,803139,1025860561,67197780,14876087,12.20273973,6.368493151,Scheduled - Future,1406,18,1047631,33,1
SMB1314Z,6011404,TURBOCHARGER:FOR MAN A22/A95 E5,MAN A22,SD,OOB,2/7/2021,00:00.0,2/7/2021,18/11/2025,1277,0,1600,2,4,803139,1025860561,67197780,14876087,12.20273973,6.601369863,Scheduled - Future,1406,193,1047631,33,1
SMB1315X,6010847,"COMPRESSOR,AIR:FOR MAN A22 BUS",MAN A22,SD,OOB,1/6/2021,00:00.0,1/6/2021,2/8/2025,1315,0,1411.541539,2,4,791231,1029211880,82023010,37764171,12.20273973,6.464383562,Overdue - Action Required,1437,-26.5,1086553,53,5
SMB1315X,6011404,TURBOCHARGER:FOR MAN A22/A95 E5,MAN A22,SD,OOB,7/7/2023,00:00.0,7/7/2023,1/2/2028,2080,0,1635.209208,2,4,941089,1029211880,82023010,37764171,12.20273973,7.515068493,Scheduled - Future,671,963,1086553,53,5
SMB1316T,6010847,"COMPRESSOR,AIR:FOR MAN A22 BUS",MAN A22,SD,OOB,17/9/2021,00:00.0,17/9/2021,15/11/2025,1416,0,1410.1246,2,4,731730,952897447,77108730,35988551,12.20273973,6.621917808,Scheduled - Future,1329,80,966657,31,7
SMB1316T,6011404,TURBOCHARGER:FOR MAN A22/A95 E5,MAN A22,SD,OOB,17/9/2021,00:00.0,17/9/2021,3/2/2026,1416,0,1600,2,4,731730,952897447,77108730,35988551,12.20273973,6.621917808,Scheduled - Future,1329,270,966657,31,7
SMB1317R,6010847,"COMPRESSOR,AIR:FOR MAN A22 BUS",MAN A22,SD,OOB,28/6/2021,00:00.0,28/6/2021,25/9/2025,1418,0,1425.439169,2,4,632546,969141309,44674000,24581806,12.20273973,6.397260274,Scheduled - Future,1410,14.5,978411,24,1
SMB1317R,6011404,TURBOCHARGER:FOR MAN A22/A95 E5,MAN A22,SD,OOB,28/6/2021,00:00.0,28/6/2021,14/11/2025,1414,0,1600,2,4,632546,969141309,44674000,24581806,12.20273973,6.402739726,Scheduled - Future,1410,189,978411,24,1
SMB1318M,6010847,"COMPRESSOR,AIR:FOR MAN A22 BUS",MAN A22,SD,OOB,11/6/2021,00:00.0,11/6/2021,18/9/2025,1420,0,1430.23664,2,4,603393,940541869,54411070,20248812,12.20273973,6.347945205,Scheduled - Future,1427,2,950090,16,2
SMB1318M,6011404,TURBOCHARGER:FOR MAN A22/A95 E5,MAN A22,SD,OOB,11/6/2021,00:00.0,11/6/2021,28/10/2025,1322,0,1600,2,4,744278,940541869,54411070,20248812,12.20273973,6.482191781,Scheduled - Future,1427,172,950090,16,2
SMB1319K,6010847,"COMPRESSOR,AIR:FOR MAN A22 BUS",MAN A22,SD,OOB,11/3/2021,00:00.0,11/3/2021,10/10/2025,1535,0,1487.033564,2,4,801339,1008970834,74384390,32654936,12.20273973,5.938356164,Scheduled - Future,1519,-33,1058633,23,4
SMB1319K,6011404,TURBOCHARGER:FOR MAN A22/A95 E5,MAN A22,SD,OOB,11/3/2021,00:00.0,11/3/2021,28/7/2027,1170,0,1600,2,4,801339,1008970834,74384390,32654936,12.20273973,6.438356164,Due Soon - Monitor,1519,80,1058633,23,4
SMB1320E,6010847,"COMPRESSOR,AIR:FOR MAN A22 BUS",MAN A22,SD,OOB,1/3/2023,00:00.0,1/3/2023,12/6/2028,1959,0,1615.295117,2,4,909500,1035394622,85410230,41442282,12.20273973,7.330136986,Scheduled - Future,799,815.5,1085638,35,7
SMB1320E,6011404,TURBOCHARGER:FOR MAN A22/A95 E5,MAN A22,SD,OOB,6/8/2024,00:00.0,6/8/2024,18/11/2029,2483,0,1765.295117,2,4,1031422,1035394622,85410230,41442282,12.20273973,8.047945205,Scheduled - Future,275,1489.5,1085638,35,7
SMB1321C,6010847,"COMPRESSOR,AIR:FOR MAN A22 BUS",MAN A22,SD,OOB,6/10/2022,00:00.0,6/10/2022,1/11/2030,1769,0,1576.433982,2,4,930415,1022582570,66292110,29772509,12.20273973,7.190410959,Scheduled - Future,945,630.5,1101223,38,5
SMB1321C,6011404,TURBOCHARGER:FOR MAN A22/A95 E5,MAN A22,SD,OOB,8/4/2024,00:00.0,8/4/2024,4/5/2029,2319,0,1726.433982,2,4,29352,1022582570,66292110,29772509,12.20273973,7.943835616,Scheduled - Future,395,1330.5,1101223,38,5
SMB1322A,6010847,"COMPRESSOR,AIR:FOR MAN A22 BUS",MAN A22,SD,OOB,17/9/2022,00:00.0,17/9/2022,27/6/2030,1730,0,1522.429945,2,4,719951,877631444,67087860,29776436,12.12876712,7.117808219,Scheduled - Future,964,557.5,885691,23,4
SMB1322A,6011404,TURBOCHARGER:FOR MAN A22/A95 E5,MAN A22,SD,OOB,17/9/2022,00:00.0,17/9/2022,27/6/2030,1730,0,1672.429945,2,4,719951,877631444,67087860,29776436,12.12876712,7.117808219,Scheduled - Future,964,707.5,885691,23,4
SMB1323Y,6010847,"COMPRESSOR,AIR:FOR MAN A22 BUS",MAN A22,SD,OOB,21/8/2021,00:00.0,21/8/2021,24/4/2026,1494,0,1503.924875,2,4,604424,812831667,71883374,26149163,12.12876712,6.367123288,Scheduled - Future,1356,147,827661,33,6
SMB1323Y,6011404,TURBOCHARGER:FOR MAN A22/A95 E5,MAN A22,SD,OOB,23/8/2023,00:00.0,23/8/2023,22/8/2028,2076,0,1713.386133,2,4,713532,812831667,71883374,26149163,12.12876712,7.575342466,Scheduled - Future,624,1088.5,827661,33,6
SMB1324U,6010847,"COMPRESSOR,AIR:FOR MAN A22 BUS",MAN A22,SD,OOB,30/9/2021,00:00.0,30/9/2021,15/12/2026,1585,0,1601.389742,2,4,679186.5,114603270,94207160,41858584,12.12876712,6.352054795,Scheduled - Future,1316,284.5,1125534,46,3
SMB1324U,6011404,TURBOCHARGER:FOR MAN A22/A95 E5,MAN A22,SD,OOB,5/4/2024,00:00.0,5/4/2024,20/6/2029,2503,0,1751.389742,2,4,771458.5,114603270,94207160,41858584,12.12876712,7.609589041,Scheduled - Future,398,1352.5,1125534,46,3
SMB1327L,6010847,"COMPRESSOR,AIR:FOR MAN A22 BUS",MAN A22,SD,OOB,10/8/2021,00:00.0,10/8/2021,2/3/2026,791.5,-1,1300,3,9,641264.5,993335841,22573080,1480404,12.12876712,5.672146119,Overdue - Action Required,2753,-530,1084330,66,3
SMB1327L,6011404,TURBOCHARGER:FOR MAN A22/A95 E5,MAN A22,SD,OOB,14/9/2020,00:00.0,14/9/2020,31/1/2026,1056,0,1600,2,4,749814,993335841,22573080,1480404,12.12876712,6.032876712,Overdue - Action Required,1697,-98,1084330,66,3
SMB1328J,6010847,"COMPRESSOR,AIR:FOR MAN A22 BUS",MAN A22,SD,OOB,31/10/2022,00:00.0,31/10/2022,2/8/2030,1775,0,1518.035705,2,4,840182,981572591,56168360,34468230,12.12876712,7.176712329,Scheduled - Future,920,597,982976,44,7
SMB1328J,6011404,TURBOCHARGER:FOR MAN A22/A95 E5,MAN A22,SD,OOB,31/10/2022,00:00.0,31/10/2022,2/8/2030,1775,0,1668.035705,2,4,840182,981572591,56168360,34468230,12.12876712,7.176712329,Scheduled - Future,920,747,982976,44,7
SMB1340Y,6010847,"COMPRESSOR,AIR:FOR MAN A22 BUS",MAN A22,SD,OOB,12/8/2022,00:00.0,12/8/2022,6/4/2030,1719,0,1499.18159,2,4,698062,852873986,63761690,23923137,12.12876712,7.034246575,Scheduled - Future,1000,498,859073,60,8
SMB1340Y,6011404,TURBOCHARGER:FOR MAN A22/A95 E5,MAN A22,SD,OOB,12/8/2022,00:00.0,12/8/2022,6/4/2030,1719,0,1649.18159,2,4,698062,852873986,63761690,23923137,12.12876712,7.034246575,Scheduled - Future,1000,648,859073,60,8
SMB1341U,6010847,"COMPRESSOR,AIR:FOR MAN A22 BUS",MAN A22,SD,OOB,10/8/2022,00:00.0,10/8/2022,15/11/2026,1596,0,1429.279827,2,4,571388.5,900284573,63022960,18233299,12.10136986,7.169863014,Scheduled - Future,1002,426,913152,65,3
SMB1341U,6011404,TURBOCHARGER:FOR MAN A22/A95 E5,MAN A22,SD,OOB,10/8/2022,00:00.0,10/8/2022,27/12/2026,1596,0,1600,2,4,571388.5,900284573,63022960,18233299,12.10136986,7.169863014,Scheduled - Future,1002,597,913152,65,3
SMB1342S,6010847,"COMPRESSOR,AIR:FOR MAN A22 BUS",MAN A22,SD,OOB,21/7/2021,00:00.0,21/7/2021,9/10/2025,1303,0,1420.886021,2,4,780044,1032778621,82194400,22045423,12.12876712,6.543835616,Scheduled - Future,1387,33,1086302,49,4
SMB1342S,6011404,TURBOCHARGER:FOR MAN A22/A95 E5,MAN A22,SD,OOB,10/9/2021,00:00.0,10/9/2021,27/1/2026,1354,0,1600,2,4,786935,1032778621,82194400,22045423,12.12876712,6.61369863,Scheduled - Future,1336,263,1086302,49,4
SMB1343P,6010847,"COMPRESSOR,AIR:FOR MAN A22 BUS",MAN A22,SD,OOB,8/10/2021,00:00.0,8/10/2021,6/8/2025,1292,0,1349.4433,2,4,624179,984754086,62626580,35857944,12.09041096,6.736986301,Overdue - Action Required,1308,40.5,997695,53,7
SMB1343P,6011404,TURBOCHARGER:FOR MAN A22/A95 E5,MAN A22,SD,OOB,8/10/2021,00:00.0,8/10/2021,24/2/2026,1429,0,1600,2,4,774387,984754086,62626580,35857944,12.09041096,6.549315068,Scheduled - Future,1308,291,997695,53,7
SMB1344L,6010847,"COMPRESSOR,AIR:FOR MAN A22 BUS",MAN A22,SD,OOB,15/10/2021,00:00.0,15/10/2021,18/11/2025,1407,0,1397.843652,2,4,757715,919803398,47252380,26253985,12.09041096,6.598630137,Scheduled - Future,1301,96,928810,34,0
SMB1344L,6011404,TURBOCHARGER:FOR MAN A22/A95 E5,MAN A22,SD,OOB,15/10/2021,00:00.0,15/10/2021,3/3/2026,1407,0,1600,2,4,757715,919803398,47252380,26253985,12.09041096,6.598630137,Scheduled - Future,1301,298,928810,34,0
SMB1345J,6010847,"COMPRESSOR,AIR:FOR MAN A22 BUS",MAN A22,SD,OOB,12/12/2022,00:00.0,12/12/2022,3/8/2030,1802,0,1497.633119,2,4,727967,874875010,67059220,33651436,12.09041096,7.216438356,Scheduled - Future,878,618.5,890555,116,4
SMB1345J,6011404,TURBOCHARGER:FOR MAN A22/A95 E5,MAN A22,SD,OOB,12/12/2022,00:00.0,12/12/2022,30/7/2030,1796,0,1645.807288,2,4,727967,874875010,67059220,33651436,12.09041096,7.224657534,Scheduled - Future,878,767,890555,116,4
SMB1350T,6010847,"COMPRESSOR,AIR:FOR MAN A22 BUS",MAN A22,SD,OOB,24/3/2021,00:00.0,24/3/2021,15/8/2025,1392,0,1452.788014,2,4,581602.5,981876634,72094290,37535202,12.07123288,6.038356164,Scheduled - Future,1506,-54.5,994468,27,12
SMB1350T,6011404,TURBOCHARGER:FOR MAN A22/A95 E5,MAN A22,SD,OOB,24/3/2021,00:00.0,24/3/2021,10/8/2025,1216,0,1600,2,4,735573,981876634,72094290,37535202,12.07123288,6.279452055,Scheduled - Future,1506,93,994468,27,12
SMB1351R,6010847,"COMPRESSOR,AIR:FOR MAN A22 BUS",MAN A22,SD,OOB,2/7/2021,00:00.0,2/7/2021,12/8/2026,1824,0,1583.838426,2,4,631779,833389695,53126630,22515066,12.07123288,5.720547945,Scheduled - Future,1406,177,847516,38,3
SMB1351R,6011404,TURBOCHARGER:FOR MAN A22/A95 E5,MAN A22,SD,OOB,17/12/2021,00:00.0,17/12/2021,5/5/2026,1504,0,1600,2,4,655160,833389695,53126630,22515066,12.07123288,6.619178082,Scheduled - Future,1238,361,847516,38,3
SMB1352M,6010847,"COMPRESSOR,AIR:FOR MAN A22 BUS",MAN A22,SD,OOB,29/10/2021,00:00.0,29/10/2021,29/12/2025,1461,0,1411.056479,2,4,665680,834681290,49159170,19603081,12.07123288,6.543835616,Scheduled - Future,1287,123,842930,25,1
SMB1352M,6011404,TURBOCHARGER:FOR MAN A22/A95 E5,MAN A22,SD,OOB,29/10/2021,00:00.0,29/10/2021,17/3/2026,1460,0,1600,2,4,665680,834681290,49159170,19603081,12.07123288,6.545205479,Scheduled - Future,1287,312,842930,25,1
SMB1353K,6010847,"COMPRESSOR,AIR:FOR MAN A22 BUS",MAN A22,SD,OOB,22/10/2021,00:00.0,22/10/2021,16/11/2025,1383,0,1393.083346,2,4,747724,1013341565,88212980,26680474,12.06027397,6.620547945,Scheduled - Future,1294,98,1028979,35,5
SMB1353K,6011404,TURBOCHARGER:FOR MAN A22/A95 E5,MAN A22,SD,OOB,22/10/2021,00:00.0,22/10/2021,10/3/2026,1375,0,1600,2,4,747724,1013341565,88212980,26680474,12.06027397,6.631506849,Scheduled - Future,1294,305,1028979,35,5
SMB1354H,6010847,"COMPRESSOR,AIR:FOR MAN A22 BUS",MAN A22,SD,OOB,18/3/2021,00:00.0,18/3/2021,5/4/2027,1190,0,1389.622145,2,4,751086,960263497,49065610,39226321,12.06027397,6.287671233,Overdue - Action Required,1512,-123.5,968588,36,4
SMB1354H,6011404,TURBOCHARGER:FOR MAN A22/A95 E5,MAN A22,SD,OOB,18/3/2021,00:00.0,18/3/2021,4/8/2025,1190,0,1600,2,4,751086,960263497,49065610,39226321,12.06027397,6.287671233,Due Soon - Monitor,1512,87,968588,36,4
SMB1355E,6010847,"COMPRESSOR,AIR:FOR MAN A22 BUS",MAN A22,SD,OOB,24/12/2021,00:00.0,24/12/2021,10/4/2026,1424,0,1434.402706,2,4,652364,852290057,59646740,23436273,12.06027397,6.736986301,Scheduled - Future,1231,202.5,862821,19,2
SMB1355E,6011404,TURBOCHARGER:FOR MAN A22/A95 E5,MAN A22,SD,OOB,24/12/2021,00:00.0,24/12/2021,27/5/2026,1414,0,1610.594393,2,9,652364,852290057,59646740,23436273,12.06027397,6.102283105,Scheduled - Future,2645,-93,862821,19,2
SMB1359U,6010847,"COMPRESSOR,AIR:FOR MAN A22 BUS",MAN A22,SD,OOB,21/4/2021,00:00.0,21/4/2021,19/5/2027,1253,0,1394.687797,2,4,,864459871,86540550,44305032,12.05205479,6.28630137,Overdue - Action Required,1478,-84.5,878314,33,3
SMB1359U,6011404,TURBOCHARGER:FOR MAN A22/A95 E5,MAN A22,SD,OOB,28/1/2022,00:00.0,28/1/2022,16/6/2026,1534,0,1600,2,4,621068,864459871,86540550,44305032,12.05205479,6.673972603,Scheduled - Future,1196,403,878314,33,3
SMB1369R,6010847,"COMPRESSOR,AIR:FOR MAN A22 BUS",MAN A22,SD,OOB,20/4/2023,00:00.0,20/4/2023,24/3/2028,1907,0,1550.057946,2,4,587144,683956056,49267830,26496704,11.98356164,7.319178082,Scheduled - Future,749,800,690811,12,4
SMB1369R,6011404,TURBOCHARGER:FOR MAN A22/A95 E5,MAN A22,SD,OOB,20/4/2023,00:00.0,20/4/2023,20/3/2028,1899,0,1698.083584,2,4,587144,683956056,49267830,26496704,11.98356164,7.330136986,Scheduled - Future,749,948,690811,12,4
SMB1370K,6010847,"COMPRESSOR,AIR:FOR MAN A22 BUS",MAN A22,SD,OOB,18/2/2022,00:00.0,18/2/2022,28/8/2026,1528,0,1476.064803,2,4,744879,970389060,81748750,36441450,11.98356164,6.671232877,Scheduled - Future,1175,300,982188,67,6
